,,,,,pIC50
COc1cc[nH]c1/C=C\2/c3c(ccc(c3C#CC4(CCNCC4)O)F)NC2=O,IC50,=,6,nM,8.22184874961636
c1cc2c(c3c(c4c2[nH]c5c4ccc(c5)O)C(=O)NC3=O)c6c1cc[nH]6,IC50,=,6,nM,8.22184874961636
CC(C)c1cnc(o1)CSc2cnc(s2)NC(=O)C,IC50,=,6,nM,8.22184874961636
CC(c1ccccc1)C(=O)Nc2ncc(s2)SCc3ncc(o3)C(C)(C)C,IC50,=,6,nM,8.22184874961636
Cc1ncc(n1C(C)C)c2c(cnc(n2)Nc3ccc(cc3)N4CCN(CC4)C(=O)CO)F,IC50,=,6,nM,8.22184874961636
CC(C)[C@H](CO)Nc1nc2c(c(n1)N(C)c3ccc(c(c3)Cl)C(=O)O)ncn2C(C)C,IC50,=,6,nM,8.22184874961636
Cc1ccc(c(c1)Nc2ccnc(n2)Nc3ccc(cc3)S(=O)(=O)N)F,IC50,=,6,nM,8.22184874961636
CC(C)[C@H](CO)Nc1nc(c2c(n1)n(cn2)C(C)C)Nc3ccc(c(c3)Cl)C(=O)O,IC50,=,6,nM,8.22184874961636
Cn1c-2c(c(n1)C(=O)N)CCc3c2nc(nc3)Nc4cccc(c4)C(F)(F)F,IC50,=,6,nM,8.22184874961636
Cc1ncc(n1C)c2ccnc(n2)Nc3ccc(cc3)S(=O)(=O)NCCCOC(C)C,IC50,=,6,nM,8.22184874961636
Cc1ncc(n1C(C)C)c2ccnc(n2)Nc3ccc(cc3)S(=O)(=O)C,IC50,=,6,nM,8.22184874961636
Cc1ncc(n1C(C)C)c2ccnc(n2)Nc3ccc(c(c3)F)C(=O)N(C)C,IC50,=,6,nM,8.22184874961636
Cc1ncc(n1C(C)C)c2c(cnc(n2)Nc3ccc(cc3)C(=O)N4CC[C@H](C4)N(C)C)F,IC50,=,6,nM,8.22184874961636
CC(C)(CNC(=O)c1ccc2c(c1)c(c([nH]2)O)N=Nc3ccc(cc3)S(=O)(=O)N)CO,IC50,=,6.8,nM,8.16749108729376
CC(C)(CNC(=O)c1ccc2c(c1)/C(=N/Nc3ccc(cc3)S(=O)(=O)N)/C(=O)N2)CO,IC50,=,6.8,nM,8.16749108729376
COc1ccc(cc1)c2c3c(n[nH]2)-c4cccc(c4C3=O)NC(=O)CN5CCN(CC5)C(=N)N,IC50,=,7,nM,8.15490195998574
COc1ccc(cc1)c2c3c(n[nH]2)-c4cccc(c4C3=O)NC(=O)N,IC50,=,7,nM,8.15490195998574
C[C@H]([C@@H](C#Cc1c(ccc2c1/C(=C/c3c(cc[nH]3)OC)/C(=O)N2)F)NC)O,IC50,=,7,nM,8.15490195998574
CC(C)(C)c1cnc(o1)CSc2cnc(s2)NC3CCC(CC3)O,IC50,=,7,nM,8.15490195998574
CCOc1ccnc2c1c(c[nH]2)c3ccnc(n3)N,IC50,=,7,nM,8.15490195998574
Cn1cnc2c1nc(nc2NCc3ccccc3)NCCO,IC50,=,7,nM,8.15490195998574
c1cc(cc(c1)Cl)Nc2ncnc(n2)c3ccnc(c3)NCCCO,IC50,=,7,nM,8.15490195998574
c1ccc(cc1)Nc2ncc3c(n2)-c4c(c(nn4C5CCCCC5)C(=O)N)CC3,IC50,=,7,nM,8.15490195998574
Cn1c-2c(c(n1)C(=O)N)CCc3c2nc(nc3)Nc4ccccc4F,IC50,=,7,nM,8.15490195998574
Cn1c-2c(c(n1)C(=O)N)CCc3c2nc(nc3)Nc4ccccc4N,IC50,=,7,nM,8.15490195998574
c1cc([nH]c1)c2cc(c3c(ccc4c3c2C(=O)N4)F)CCCN,IC50,=,7,nM,8.15490195998574
CNS(=O)(=O)c1ccc(cc1)Nc2nc3c(c(n2)OCC4CCCCC4)[nH]cn3,IC50,=,7,nM,8.15490195998574
Cc1ccc(cc1)CC(=O)Nc2c3cc(ccc3[nH]n2)N4CCCS4(=O)=O,IC50,=,7,nM,8.15490195998574
c1cc(ccc1CC(=O)Nc2c3cc(ccc3[nH]n2)N4CCCS4(=O)=O)Br,IC50,=,7,nM,8.15490195998574
c1cc(cc(c1)Br)CC(=O)Nc2c3cc(ccc3[nH]n2)N4CCCS4(=O)=O,IC50,=,7,nM,8.15490195998574
CN(C)S(=O)(=O)c1ccc(cc1)Nc2cc(nc3n2ncc3C#N)NC4CCC(CC4)N,IC50,=,7,nM,8.15490195998574
c1cc(ccc1N=Nc2c3c(ccc4c3scn4)[nH]c2O)S(=O)(=O)N,IC50,=,7.1,nM,8.14874165128093
c1cc(ccc1N/N=C\2/c3c(ccc4c3scn4)NC2=O)S(=O)(=O)N,IC50,=,7.1,nM,8.14874165128093
c1ccc2c(c1)/C(=N/O)/C(=C/3\c4cc(ccc4NC3=O)N(=O)=O)/N2,IC50,=,7.35,nM,8.13371266091581
c1cc(ccc1CS(=O)(=O)N)/N=C/c2c3c(ccc4c3scn4)[nH]c2O,IC50,=,7.5,nM,8.1249387366083
CCc1cccc2c1c(c([nH]2)O)N=Nc3ccc(cc3)S(=O)(=O)N,IC50,=,7.9,nM,8.10237290870956
CCc1cccc2c1/C(=N/Nc3ccc(cc3)S(=O)(=O)N)/C(=O)N2,IC50,=,7.9,nM,8.10237290870956
COc1ccc(cc1)c2c3c(n[nH]2)-c4cccc(c4C3=O)NC(=O)CN5CCN(CC5)C(=O)N,IC50,=,8,nM,8.09691001300806
COc1ccc(cc1)c2c3c(n[nH]2)-c4cccc(c4C3=O)NC(=O)CN5CCC(CC5)C(=O)N,IC50,=,8,nM,8.09691001300806
CN[C@@H](CO)C#Cc1c(ccc2c1/C(=C/c3c(cc[nH]3)OC)/C(=O)N2)F,IC50,=,8,nM,8.09691001300806
c1ccc2c(c1)c3c4c(c5c(c3n2CCCO)ccc6c5[nH]cc6)C(=O)NC4=O,IC50,=,8,nM,8.09691001300806
Cc1ncc(n1C(C)C)c2ccnc(n2)Nc3ccc(cc3)OC,IC50,=,8,nM,8.09691001300806
Cc1ncc(n1C(C)C)c2c(cnc(n2)Nc3ccc(cc3)N4CCOCC4)F,IC50,=,8,nM,8.09691001300806
c1ccnc(c1)n2c3c(ccc4c3cn[nH]4)c(n2)C(=O)N,IC50,=,8,nM,8.09691001300806
c1cc(ccc1n2c3c(ccc4c3cn[nH]4)c(n2)C(=O)N)Cl,IC50,=,8,nM,8.09691001300806
CN(C)CCNS(=O)(=O)c1ccc(cc1)Nc2nccc(n2)c3cnc4n3nccc4,IC50,=,8,nM,8.09691001300806
Cc1ncc(n1C)c2ccnc(n2)Nc3ccc(cc3)S(=O)(=O)NCCOC,IC50,=,8,nM,8.09691001300806
CCCS(=O)(=O)c1ccc(cc1)Nc2nccc(n2)c3cnc(n3C(C)C)C,IC50,=,8,nM,8.09691001300806
Cc1ncc(n1C(C)C)c2ccnc(n2)Nc3ccc(cc3)C(=O)N(C)C,IC50,=,8,nM,8.09691001300806
CN(C)S(=O)(=O)c1ccc(cc1)Nc2cc(nc3n2ncc3Cl)NC4CCC(CC4)N,IC50,=,8,nM,8.09691001300806
c1cc2c(cc1F)/C(=N/O)/C(=C/3\c4cc(ccc4NC3=O)Cl)/N2,IC50,=,8.01,nM,8.09636748391576
c1cc2c(cc1O)/C(=N/O)/C(=C/3\c4cc(ccc4NC3=O)OC(F)(F)F)/N2,IC50,=,8.32,nM,8.07987667370928
Cc1ccc2c(c1)/C(=N/O)/C(=C/3\c4cc(ccc4NC3=O)N(=O)=O)/N2,IC50,=,8.68,nM,8.06148027482351
c1cc(ccc1N=Nc2c3cc(ccc3[nH]c2O)C(=O)NCc4ccncc4)S(=O)(=O)N,IC50,=,8.9,nM,8.05060999335509
CCOC(=O)c1cccc2c1c(c([nH]2)O)/C=N/c3ccc(cc3)S(=O)(=O)N,IC50,=,8.9,nM,8.05060999335509
c1cc2c(cc1c3cnco3)c(c([nH]2)O)/C=N/c4ccc5c(c4)CS(=O)(=O)C5,IC50,=,8.9,nM,8.05060999335509
c1cc(ccc1N/N=C\2/c3cc(ccc3NC2=O)C(=O)NCc4ccncc4)S(=O)(=O)N,IC50,=,8.9,nM,8.05060999335509
CCOC(=O)c1cccc2c1/C(=C/Nc3ccc(cc3)S(=O)(=O)N)/C(=O)N2,IC50,=,8.9,nM,8.05060999335509
Cc1cc(ccc1c2ccccc2)CC(=O)Nc3cc([nH]n3)C4CC4,IC50,=,8.99,nM,8.04624030826677
c1cc-2c(c(c1)NC(=O)N)C(=O)c3c2[nH]nc3c4ccsc4,IC50,=,9,nM,8.04575749056068
CCCCOc1c(c[nH]c-2nncc12)C(=O)c3c(cc(cc3F)C)F,IC50,=,9,nM,8.04575749056068
C[C@H]([C@@H](C#Cc1c(ccc2c1/C(=C/c3c(cc[nH]3)OC)/C(=O)N2)F)N)O,IC50,=,9,nM,8.04575749056068
Cn1ccc2c1c3c(cc2)c4c(c5ccc(cc5[nH]4)F)c6c3C(=O)NC6=O,IC50,=,9,nM,8.04575749056068
COc1ccc(cc1)c2c3c(n[nH]2)-c4cccc(c4C3=O)NC(=O)NNC(=O)c5ccccc5O,IC50,=,9,nM,8.04575749056068
COc1ccc(cc1)c2c3c(n[nH]2)-c4cccc(c4C3=O)NC(=O)NNC(=O)c5ccc(cc5)O,IC50,=,9,nM,8.04575749056068
Cc1ncc(n1C(C)C)c2ccnc(n2)Nc3ccc(cc3)N4CCOCC4,IC50,=,9,nM,8.04575749056068
CC(C)(C)c1cnc(o1)CSc2cnc(s2)NC3CCCCC3,IC50,=,9,nM,8.04575749056068
Cc1cccc(c1)n2c3c(ccc4c3cn[nH]4)c(n2)C(=O)N,IC50,=,9,nM,8.04575749056068
COc1ccc(cc1)n2c3c(ccc4c3cn[nH]4)c(n2)C(=O)N,IC50,=,9,nM,8.04575749056068
CCc1c2c(nc(nc2O)Cc3ccc(cc3)NC(=O)C)n(n1)c4c(cc(cc4Cl)Cl)Cl,IC50,=,9,nM,8.04575749056068
CNS(=O)(=O)c1ccc2c(c1)/C(=C/c3c4c(c[nH]3)C(=O)NCC4)/C(=O)N2,IC50,=,9,nM,8.04575749056068
c1cc(c\2c(c1)NC(=O)/C2=C\c3c4c(c[nH]3)C(=O)OCC4)C5CCNCC5,IC50,=,9,nM,8.04575749056068
Cc1cccc(c1)c2ccc(cc2)CC(=O)Nc3cc([nH]n3)C4CC4,IC50,=,9,nM,8.04575749056068
c1ccc2cc(ccc2c1)CC(=O)Nc3c4cc(ccc4[nH]n3)N5CCCS5(=O)=O,IC50,=,9,nM,8.04575749056068
c1cc(ccc1CC(=O)Nc2c3cc(ccc3[nH]n2)N4CCCS4(=O)=O)O,IC50,=,9,nM,8.04575749056068
Cc1cc(ccc1C(=O)N(C)C)Nc2ncc(c(n2)c3cnc(n3C(C)C)C)F,IC50,=,9,nM,8.04575749056068
Cc1ncc(n1C(C)C)c2ccnc(n2)Nc3ccc(cc3)C(=O)N4CCN(CC4)C,IC50,=,9,nM,8.04575749056068
c1cc(cc(c1)O)c2cc(n[nH]2)Nc3ccc(cc3)S(=O)(=O)N,IC50,=,9.1,nM,8.04095860767891
c1cc(c2c(c1)[nH]c(c2N=Nc3ccc(cc3)S(=O)(=O)N)O)/C=C/c4ccc(cc4)O,IC50,=,9.3,nM,8.03151705144606
c1cc(c\2c(c1)NC(=O)/C2=N\Nc3ccc(cc3)S(=O)(=O)N)/C=C/c4ccc(cc4)O,IC50,=,9.3,nM,8.03151705144606
c1ccc2c(c1)CN(C=C2)NS(=O)(=O)c3ccc(cc3)/N=C/c4c5c(ccc6c5scn6)[nH]c4O,IC50,=,9.5,nM,8.02227639471115
c1cc(ccc1N=Nc2c3c(ccc4c3nn[nH]4)[nH]c2O)S(=O)(=O)N,IC50,=,9.5,nM,8.02227639471115
c1cc(ccc1N/N=C\2/c3c(ccc4c3nn[nH]4)NC2=O)S(=O)(=O)N,IC50,=,9.5,nM,8.02227639471115
c1ccnc(c1)NS(=O)(=O)c2ccc(cc2)/N=C/c3c4c(ccc5c4scn5)[nH]c3O,IC50,=,9.7,nM,8.01322826573376
Cn1ccc2c1c3c(cc2)c4c(c5ccc(cc5[nH]4)C#N)c6c3C(=O)NC6=O,IC50,=,10,nM,8
CC(C)C(=O)NNC(=O)Nc1cccc-2c1C(=O)c3c2n[nH]c3c4ccc(cc4)OC,IC50,=,10,nM,8
COc1ccc(cc1)c2c3c(n[nH]2)-c4cccc(c4C3=O)NC(=O)NNC(=O)CCc5ccc(cc5)O,IC50,=,10,nM,8
COc1ccc(cc1)c2c3c([nH]n2)-c4cccc(c4C3=O)NC(=O)NNC(=O)c5ccc(cc5)OC,IC50,=,10,nM,8
Cc1cccc(c1)C(=O)NNC(=O)Nc2cccc-3c2C(=O)c4c3n[nH]c4c5ccc(cc5)OC,IC50,=,10,nM,8
COc1ccc(cc1)c2c3c(n[nH]2)-c4cccc(c4C3=O)NC(=O)NNC(=O)c5ccc(c(c5)O)O,IC50,=,10,nM,8
COc1ccc(cc1)c2c3c(n[nH]2)-c4cccc(c4C3=O)NC(=O)NNC(=O)Nc5ccccc5,IC50,=,10,nM,8
COc1ccc(cc1)c2c3c([nH]n2)-c4cccc(c4C3=O)NC(=O)NNC(=O)OC,IC50,=,10,nM,8
COc1ccc(cc1)c2c3c(n[nH]2)-c4cccc(c4C3=O)NC(=O)NNC(=O)c5ccccc5OC,IC50,=,10,nM,8
COc1ccc(cc1)c2c3c(n[nH]2)-c4cccc(c4C3=O)NC(=O)NNC(=O)c5ccccc5,IC50,=,10,nM,8
COc1ccc(cc1)c2c3c(n[nH]2)-c4cccc(c4C3=O)NC(=O)NNC(=O)c5ccncc5,IC50,=,10,nM,8
COc1ccc(cc1)c2c3c(n[nH]2)-c4cccc(c4C3=O)NC(=O)NNC(=O)c5cccnc5,IC50,=,10,nM,8
COc1ccc(cc1)c2c3c(n[nH]2)-c4cccc(c4C3=O)NC(=O)NNC(=O)c5ccc(cc5O)O,IC50,=,10,nM,8
COc1ccc(cc1)c2c3c(n[nH]2)-c4cccc(c4C3=O)NC(=O)NNC(=O)c5cccc(c5)N,IC50,=,10,nM,8
COc1ccc(cc1)c2c3c(n[nH]2)-c4cccc(c4C3=O)NC(=O)NNC(=O)c5ccc(cc5)N,IC50,=,10,nM,8
c1cc2c3c(c1)c4c5c(c6c7ccc(cc7[nH]c6c4n3CCNC2)F)C(=O)NC5=O,IC50,=,10,nM,8
Cc1c(n2ccccc2n1)c3ccnc(n3)Nc4ccc(cc4)OCC(CN(C)C)O,IC50,=,10,nM,8
CN(C)S(=O)(=O)c1ccc(cc1)n2c3c(ccc4c3cn[nH]4)c(n2)C(=O)N,IC50,=,10,nM,8
CCc1c2c(nc(nc2O)Cc3cccc(c3C)N)n(n1)c4c(cc(cc4Cl)Cl)Cl,IC50,=,10,nM,8
CCc1c2c(nc(nc2O)Cc3cccnc3)n(n1)c4c(cc(cc4Cl)Cl)Cl,IC50,=,10,nM,8
CCc1c2c(nc(nc2O)Cc3ccc(cc3)N)n(n1)c4c(cc(cc4Cl)Cl)Cl,IC50,=,10,nM,8
CCc1c2c(nc(nc2O)Cc3ccc(cc3)OC)n(n1)c4c(cc(cc4Cl)Cl)Cl,IC50,=,10,nM,8
CCc1c2c(nc(nc2O)Cc3ccc(cc3)O)n(n1)c4c(cc(cc4Cl)Cl)Cl,IC50,=,10,nM,8
CCc1c2c(nc(nc2O)Cc3ccc(c(c3)O)OC)n(n1)c4c(cc(cc4Cl)Cl)Cl,IC50,=,10,nM,8
CCc1c2c(nc(nc2O)Cc3cccc(c3)O)n(n1)c4c(cc(cc4Cl)Cl)Cl,IC50,=,10,nM,8
CCc1c2c(nc(nc2O)Cc3ccc(cc3)NC(=O)CN)n(n1)c4c(cc(cc4Cl)Cl)Cl,IC50,=,10,nM,8
CCc1c2c(nc(nc2O)Cc3ccc(cc3)NC(=O)CN(C)C)n(n1)c4c(cc(cc4Cl)Cl)Cl,IC50,=,10,nM,8
c1cc(ccc1N=Nc2c3cc(ccc3[nH]c2O)O)S(=O)(=O)N,IC50,=,10,nM,8
c1cc(ccc1c2cc(n[nH]2)Nc3ccc(cc3)S(=O)(=O)N)Br,IC50,=,10,nM,8
CSc1ccc(cc1)CC(=O)Nc2c3cc(ccc3[nH]n2)N4CCCS4(=O)=O,IC50,=,10,nM,8
CN(C)c1ccc(cc1)CC(=O)Nc2c3cc(ccc3[nH]n2)N4CCCS4(=O)=O,IC50,=,10,nM,8
Cc1cccc(c1)CC(=O)Nc2c3cc(ccc3[nH]n2)N4CCCS4(=O)=O,IC50,=,10,nM,8
c1cc(ccc1CC(=O)Nc2c3cc(ccc3[nH]n2)N4CCCS4(=O)=O)Cl,IC50,=,10,nM,8
c1cc(cc(c1)Cl)CC(=O)Nc2c3cc(ccc3[nH]n2)N4CCCS4(=O)=O,IC50,=,10,nM,8
c1cc(cc(c1)F)CC(=O)Nc2c3cc(ccc3[nH]n2)N4CCCS4(=O)=O,IC50,=,10,nM,8
c1cc(ccc1N/N=C\2/c3cc(ccc3NC2=O)O)S(=O)(=O)N,IC50,=,10,nM,8
c1ccc(cc1)Nc2ncc3c(n2)-c4c(c(nn4CC(=O)N)C(=O)N)CC3,IC50,=,10,nM,8
CN(C)S(=O)(=O)c1ccc(cc1)Nc2cc(nc3n2ncc3Br)NC4CCC(CC4)N,IC50,=,10,nM,8
c1cc2c(cc1F)/C(=C/3\C(=N/O)\c4cc(ccc4N3)Cl)/C(=O)N2,IC50,=,10.1,nM,7.99567862621736
c1ccc(cc1)S(=O)(=O)Nc2cccc(c2)c3cc(n[nH]3)Nc4ccc(cc4)S(=O)(=O)N,IC50,=,10.7,nM,7.97061622231479
CS(=O)(=O)Nc1cccc(c1)c2cc([nH]n2)Nc3ccc(cc3)S(=O)(=O)N,IC50,=,10.7,nM,7.97061622231479
COc1ccc(cc1)c2c3c(n[nH]2)-c4cccc(c4C3=O)NC(=O)CN5CCC(CC5)CO,IC50,=,11,nM,7.95860731484177
c1cc-2c(c(c1)NC(=O)N)C(=O)c3c2[nH]nc3c4cccs4,IC50,=,11,nM,7.95860731484177
CC(C)(C)c1cnc(o1)CSc2cnc(s2)NC(=O)Nc3ccc(cc3)F,IC50,=,11,nM,7.95860731484177
COc1ccnc2c1c(c[nH]2)c3ccnc(n3)N,IC50,=,11,nM,7.95860731484177
CC(c1ccc(cc1)n2ccnc2O)C(=O)Nc3cc([nH]n3)C4CC4,IC50,=,11,nM,7.95860731484177
c1cc(ccc1N=Nc2c3cc(ccc3[nH]c2O)I)S(=O)(=O)N,IC50,=,11,nM,7.95860731484177
c1cc(ccc1CC(=O)Nc2cc([nH]n2)C3CC3)c4ccc(cc4)C(=O)O,IC50,=,11,nM,7.95860731484177
c1cc(ccc1N/N=C\2/c3cc(ccc3NC2=O)I)S(=O)(=O)N,IC50,=,11,nM,7.95860731484177
Cc1ncc(n1C)c2ccnc(n2)Nc3ccc(cc3)S(=O)(=O)N,IC50,=,11,nM,7.95860731484177
Cc1ncc(n1C(C)C)c2ccnc(n2)Nc3ccc(c(c3)F)C(=O)NC4CCN(CC4)C,IC50,=,11,nM,7.95860731484177
c1cc(sc1)S(=O)(=O)c2ccc(cc2)Nc3cc(nc4n3ncc4Cl)NC5CCC(CC5)N,IC50,=,11,nM,7.95860731484177
c1cc2c(cc1Cl)/C(=N/O)/C(=C/3\c4cc(ccc4NC3=O)Cl)/N2,IC50,=,11.1,nM,7.95467702121334
CN1CCN(CC1)NC(=O)Nc2cccc-3c2C(=O)c4c3n[nH]c4c5ccc(cc5)OC,IC50,=,12,nM,7.92081875395238
COc1ccc(cc1)c2c3c(n[nH]2)-c4cccc(c4C3=O)NC(=O)CN5CCC(CC5)CN,IC50,=,12,nM,7.92081875395238
CN1CCN(CC1)CC(=O)Nc2cccc-3c2C(=O)c4c3n[nH]c4c5ccc(cc5)OC,IC50,=,12,nM,7.92081875395238
c1cc(c(c(c1)F)C(=O)Nc2c[nH]nc2C(=O)NC3CCCCC3)F,IC50,=,12,nM,7.92081875395238
c1ccc(cc1)Nc2ncc3ccc(=O)n(c3n2)C4CCCC4,IC50,=,12,nM,7.92081875395238
CC(c1ccc(cc1)N2CCNC2=O)C(=O)Nc3cc([nH]n3)C4CC4,IC50,=,12,nM,7.92081875395238
c1cc(c2c(c1)[nH]c(c2N=Nc3ccc(cc3)S(=O)(=O)N)O)CCc4ccc(cc4)O,IC50,=,12,nM,7.92081875395238
COc1ccc2c(c1)c(c([nH]2)O)N=Nc3ccc(cc3)S(=O)(=O)N,IC50,=,12,nM,7.92081875395238
c1cc(ccc1N=Nc2c3cc(ccc3[nH]c2O)C(=O)NCCc4c[nH]cn4)S(=O)(=O)N,IC50,=,12,nM,7.92081875395238
c1cc([nH]c1)c2cc(c3c(ccc4c3c2C(=O)N4)F)OCCN,IC50,=,12,nM,7.92081875395238
c1cc([nH]c1)c2cc(c3c(ccc4c3c2C(=O)N4)F)NCCN,IC50,=,12,nM,7.92081875395238
c1cc2c(cc1S(=O)(=O)N)/C(=C/c3c4c(c[nH]3)C(=O)OCC4)/C(=O)N2,IC50,=,12,nM,7.92081875395238
COCCNS(=O)(=O)c1ccc(cc1)Nc2nccc(n2)c3cnc4n3cccc4,IC50,=,12,nM,7.92081875395238
c1cc(ccc1N/N=C\2/c3cc(ccc3NC2=O)C(=O)NCCc4c[nH]cn4)S(=O)(=O)N,IC50,=,12,nM,7.92081875395238
COc1ccc2c(c1)/C(=N/Nc3ccc(cc3)S(=O)(=O)N)/C(=O)N2,IC50,=,12,nM,7.92081875395238
c1cc(c\2c(c1)NC(=O)/C2=N\Nc3ccc(cc3)S(=O)(=O)N)CCc4ccc(cc4)O,IC50,=,12,nM,7.92081875395238
c1ccc(cc1)Nc2ncc3c(n2)-c4c(c(nn4CC5CCNCC5)C(=O)N)CC3,IC50,=,12,nM,7.92081875395238
c1cc(ccc1C[C@@H](CNc2ncc(s2)c3ccc4cnccc4c3)N)C(F)(F)F,IC50,=,12.4,nM,7.90657831483777
c1cc(ccc1Nc2cc([nH]n2)c3ccc(c(c3)F)O)S(=O)(=O)N,IC50,=,12.6,nM,7.89962945488244
c1cc-2c(c(c1)NC(=O)N)C(=O)c3c2[nH]nc3c4cc(sc4)Cl,IC50,=,13,nM,7.88605664769316
Cc1ccc(s1)c2c3c(n[nH]2)-c4cccc(c4C3=O)NC(=O)N,IC50,=,13,nM,7.88605664769316
Cc1c(sc(n1)C)c2c3c([nH]n2)-c4cccc(c4C3=O)NC(=O)NN5CCN(CC5)C,IC50,=,13,nM,7.88605664769316
c1cc(ccc1C(F)(F)F)n2c3c(ccc4c3cn[nH]4)c(n2)C(=O)N,IC50,=,13,nM,7.88605664769316
CC(c1ccc(cc1)N2Cc3ccccc3C2=O)C(=O)Nc4cc([nH]n4)C5CC5,IC50,=,13,nM,7.88605664769316
CC(c1ccc(cc1)N2CCCS2(=O)=O)C(=O)Nc3cc([nH]n3)C4CC4,IC50,=,13,nM,7.88605664769316
c1ccc(cc1)Oc2cccc3c2c(c([nH]3)O)N=Nc4ccc(cc4)S(=O)(=O)N,IC50,=,13,nM,7.88605664769316
Cc1ccc2c(c1Cl)c(c([nH]2)O)N=Nc3ccc(cc3)S(=O)(=O)N,IC50,=,13,nM,7.88605664769316
c1cc(ccc1N=Nc2c3c(ccc4c3cn[nH]4)[nH]c2O)S(=O)(=O)N,IC50,=,13,nM,7.88605664769316
c1cc(ccc1CS(=O)(=O)NCCO)/N=C/c2c3c(ccc4c3scn4)[nH]c2O,IC50,=,13,nM,7.88605664769316
c1cc(ccc1c2ccc3c(n2)[nH]nc3NC(=O)C4CC4)O,IC50,=,13,nM,7.88605664769316
c1cc(ccc1N/N=C\2/c3c(ccc4c3cn[nH]4)NC2=O)S(=O)(=O)N,IC50,=,13,nM,7.88605664769316
Cc1ccc2c(c1Cl)/C(=N/Nc3ccc(cc3)S(=O)(=O)N)/C(=O)N2,IC50,=,13,nM,7.88605664769316
c1ccc(cc1)Oc2cccc3c2/C(=N/Nc4ccc(cc4)S(=O)(=O)N)/C(=O)N3,IC50,=,13,nM,7.88605664769316
Cc1ncc(n1C(C)C)c2ccnc(n2)Nc3ccc(cc3)S(=O)(=O)CC4CCCO4,IC50,=,13,nM,7.88605664769316
CN1CCN(CC1)c2cccc3c2nc([nH]3)c4c5ccc(cc5[nH]n4)c6ccc(cc6)O,IC50,=,13.3,nM,7.87614835903291
CC1CCC(CN1)C(=O)Nc2ncc(s2)SCc3ncc(o3)C(C)(C)C,IC50,=,14,nM,7.85387196432176
c1ccc(cc1)n2c3c(ccc4c3cn[nH]4)c(n2)C(=O)N,IC50,=,14,nM,7.85387196432176
Cn1c-2c(c(n1)C(=O)N)CCc3c2nc(nc3)Nc4ccc(cc4)N(=O)=O,IC50,=,14,nM,7.85387196432176
CN1CCN(CC1)c2ccc(cc2)Nc3ncc4ccc(=O)n(c4n3)C5CCCC5,IC50,=,14,nM,7.85387196432176
c1ccnc(c1)Nc2ncc(s2)c3ccnc(n3)OC4CCCCC4,IC50,=,14,nM,7.85387196432176
c1cc2c(cc1/N=C/c3c4c(ccc5c4scn5)[nH]c3O)CS(=O)(=O)C2,IC50,=,14,nM,7.85387196432176
c1cc([nH]c1)c2cc(c3c(ccc4c3c2C(=O)N4)F)SCCO,IC50,=,14,nM,7.85387196432176
c1ccc(cc1)c2ccc(cc2)CC(=O)Nc3c4cc(ccc4[nH]n3)N5CCCS5(=O)=O,IC50,=,14,nM,7.85387196432176
Cc1ncc(n1C(C)C)c2ccnc(n2)Nc3ccc(cc3)S(=O)(=O)CCOC,IC50,=,14,nM,7.85387196432176
Cn1c-2c(c(n1)C(=O)N)CCc3c2nc(nc3)Nc4ccc(cc4)N5CCOCC5,IC50,=,14,nM,7.85387196432176
COc1ccc(cc1)c2c3c(n[nH]2)-c4cccc(c4C3=O)NC(=O)NN5CCCC5,IC50,=,15,nM,7.82390874094432
CN(C)c1ccc(cc1)c2c3c(n[nH]2)-c4cccc(c4C3=O)NC(=O)CN5CCC(CC5)CN,IC50,=,15,nM,7.82390874094432
CC1CC(CCN1)C(=O)Nc2ncc(s2)SCc3ncc(o3)C(C)(C)C,IC50,=,15,nM,7.82390874094432
Cc1ccc(cc1)n2c3c(ccc4c3cn[nH]4)c(n2)C(=O)N,IC50,=,15,nM,7.82390874094432
c1ccc(cc1)Nc2ncc3c(n2)-c4c(c(nn4c5ccccc5)C(=O)N)CC3,IC50,=,15,nM,7.82390874094432
CN1CCN(CC1)c2ccc(cc2)Nc3ncc4ccc(=O)n(c4n3)C5CCCCC5,IC50,=,15,nM,7.82390874094432
c1cc(ccc1N=Nc2c3cc(ccc3[nH]c2O)N(=O)=O)S(=O)(=O)N,IC50,=,15,nM,7.82390874094432
c1cc(ccc1N=Nc2c3cc(ccc3[nH]c2O)S(=O)(=O)O)S(=O)(=O)N,IC50,=,15,nM,7.82390874094432
c1cc([nH]c1)c2cc(c3c(ccc4c3c2C(=O)N4)F)S(=O)(=O)CCO,IC50,=,15,nM,7.82390874094432
c1cc(ccc1N/N=C\2/c3cc(ccc3NC2=O)S(=O)(=O)O)S(=O)(=O)N,IC50,=,15,nM,7.82390874094432
c1cc(ccc1N/N=C\2/c3cc(ccc3NC2=O)N(=O)=O)S(=O)(=O)N,IC50,=,15,nM,7.82390874094432
Cc1ncc(n1CC(C)C)c2ccnc(n2)Nc3ccc(cc3)S(=O)(=O)NCCOC,IC50,=,15,nM,7.82390874094432
c1cc(ccc1C[C@@H](CNc2ncc(s2)c3ccc4cnc(cc4c3)N)N)C(F)(F)F,IC50,=,15.4,nM,7.81247927916354
Cc1nc2ccc(cc2s1)CC(=O)Nc3ncc(s3)C4CCC4,IC50,=,16,nM,7.79588001734408
